:START_ID(Person),:END_ID(Paper)
1685097,b8e30590ac81875a7fc4f7cfd425bd5148a72f5c
4023152,c867c372ed78e27c53feaf788e74aa7506302bbe
2434366,c867c372ed78e27c53feaf788e74aa7506302bbe
2084117002,d154d986c3a402c207c6c0e22093f2e1a878fe71
1721711,d154d986c3a402c207c6c0e22093f2e1a878fe71
25355201,2be77516f6233a9d3ebbf93b439c3658d955d2e5
1774041,2be77516f6233a9d3ebbf93b439c3658d955d2e5
82250495,3876267a762615ac876df561b900aa6e564fc9b4
2121691833_corr,3876267a762615ac876df561b900aa6e564fc9b4
34533996_corr,39af4070dca3221d275898c55884167bc03fe73d
1804361,39af4070dca3221d275898c55884167bc03fe73d
31435894,1f4bee77bb69b92dd16ce0c3ad0f477f4ecf1d30
34399700,1f4bee77bb69b92dd16ce0c3ad0f477f4ecf1d30
2516234_corr,6e4e15ab0d55232b93e76ddecb6c969a0d18f853
2835741,6e4e15ab0d55232b93e76ddecb6c969a0d18f853
144153647,647d0e540627c5a903299a90d20530f8e48c18d9
2064473584,647d0e540627c5a903299a90d20530f8e48c18d9
2084117002,13bd0e08713f0b340396634892d2c9e3c5bee548
2180167644,13bd0e08713f0b340396634892d2c9e3c5bee548
2410119_corr,e8505f6175585713aa7b785285b3abc4113b57ef
31590259,e8505f6175585713aa7b785285b3abc4113b57ef
1718274,1731458f7ac96b23bd8ffe4c1bb71295772b5566
31472189,1731458f7ac96b23bd8ffe4c1bb71295772b5566
2028869,8ada773522e0cc1b1a1b36b8e5d85417794a875f
2054073851_corr,8ada773522e0cc1b1a1b36b8e5d85417794a875f
2089333,4f873d5a3ab80402e206a361eeffd3b69f014db0
4047075_corr,4f873d5a3ab80402e206a361eeffd3b69f014db0
1398238537,b3b64555a641afd3c8fc2da30bbb30b0b56e0c60
2121692012,b3b64555a641afd3c8fc2da30bbb30b0b56e0c60
3291006,12b8af038d27defddc972c9bbcdf151b2594ee69
3246503_corr,12b8af038d27defddc972c9bbcdf151b2594ee69
47539394_corr,d47686fd5ce403fe962c80b651c8b130061a5d73
2982298,d47686fd5ce403fe962c80b651c8b130061a5d73
144668991,e0fdd11f8ffe065081e2e4694a8855a766abe31a
9766598_corr,e0fdd11f8ffe065081e2e4694a8855a766abe31a
2070105034_corr,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01
3418946,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01
2661384,f0dde44d5836ac8ae1d8a501b26317c952fe5abc
2064791867_corr,f0dde44d5836ac8ae1d8a501b26317c952fe5abc
31380655,620f78ee4a52c3f61e5600d5c354b2234d8f7858
14886336,620f78ee4a52c3f61e5600d5c354b2234d8f7858
9766598,006bd41c4a52c64445afdbc67182715a476e09c8
34580886_corr,006bd41c4a52c64445afdbc67182715a476e09c8
1394869912,d7948ee13698eaa556716b4161202f8690e493ff
1709784,d7948ee13698eaa556716b4161202f8690e493ff
2044319_corr,16a65dcd609d48f79a9a271377628fdae5315a62
2236429,16a65dcd609d48f79a9a271377628fdae5315a62
144658846,f75f16b5cf0fc2e667d79a122190757bfccb0a3d
1794160,f75f16b5cf0fc2e667d79a122190757bfccb0a3d
2193901,b374939320dcba4255a14637d36bbee785a2d860
2054073851,b374939320dcba4255a14637d36bbee785a2d860
144850855,d427db1ba2cc92b36d16a5e5114f1027c90fff68
71371263,d427db1ba2cc92b36d16a5e5114f1027c90fff68
2982298_corr,7549a6e03afdd42ae94c19235db076319eeb34f8
1403979144,7549a6e03afdd42ae94c19235db076319eeb34f8
13290587,ae876b07435880d0359ca68b30af90b2e3193ad4
1881965,ae876b07435880d0359ca68b30af90b2e3193ad4
2856719,45063cf2e0116e700da5ca2863c8bb82ad4d64c2
9766598_corr,45063cf2e0116e700da5ca2863c8bb82ad4d64c2
31435894,e89c22555d5e20a14669522838029c6f49893c57
2054073851,e89c22555d5e20a14669522838029c6f49893c57
6324301,f51dfc161c98140d4156e512dd3b4f839cc7f491
2124626283,f51dfc161c98140d4156e512dd3b4f839cc7f491
40895294,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
1777646,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
144329188,f7a8573d4daa4083419a864ef7a8bf97bc0754e5
2019538,f7a8573d4daa4083419a864ef7a8bf97bc0754e5
2731035,e7f1640a76bbfdf701e6cd4d81163be2eb97a4de
2044319_corr,e7f1640a76bbfdf701e6cd4d81163be2eb97a4de
1897202,f3b0ca9d0c420e6c6bc24a5e9dd959e8c899b38e
4047075_corr,f3b0ca9d0c420e6c6bc24a5e9dd959e8c899b38e
49839849_corr,42fe18be6e9ff2c11e5b2347c93e131c9abc7a51
150349792,42fe18be6e9ff2c11e5b2347c93e131c9abc7a51
1702467,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586
2207212,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586
2835741,19c284f50869970a31f45cbec20d2db90aa278e3
2969299,19c284f50869970a31f45cbec20d2db90aa278e3
51229930,6b98410fcea56a1d8368fe31384d2cacdcf78fdc
2731035_corr,6b98410fcea56a1d8368fe31384d2cacdcf78fdc
1903798,f6dc7097c06f58e93209f5cf14913c63dcfe183f
23605695,f6dc7097c06f58e93209f5cf14913c63dcfe183f
3188030,cdadc2aa758d3abc1f77add07232f21df9287162
1777646,cdadc2aa758d3abc1f77add07232f21df9287162
2748632,a31b391917fbfc24675fc13a6724fe61460b425a
145322246,a31b391917fbfc24675fc13a6724fe61460b425a
1798186,5685a394b25fcb27b6ad91f7325f2e60a9892e2a
48528884,5685a394b25fcb27b6ad91f7325f2e60a9892e2a
1752888049_corr,416292827584552604807411db7262d7c28257e6
1705375,416292827584552604807411db7262d7c28257e6
39269062,9b3f2b73263ce06a6d61ef2ad9df7cce33e171f7
2271992963,9b3f2b73263ce06a6d61ef2ad9df7cce33e171f7
1804361,325bbe2c92072b16645a5cded3b9eda3cb97660b
2216703472,325bbe2c92072b16645a5cded3b9eda3cb97660b
145070630,e02acab3e0c44f425705865869f3e51f7998dd24
34533996,e02acab3e0c44f425705865869f3e51f7998dd24
1817470,02808823641975868e3212fd7ae859514fdbdf32
3393755,02808823641975868e3212fd7ae859514fdbdf32
3188030,c8df841db2bfe68fc7624f004217c0255f385063
2207401,c8df841db2bfe68fc7624f004217c0255f385063
2084117002,0daa156e7b4168df25733ce58680dd15b539fa50
2193901,0daa156e7b4168df25733ce58680dd15b539fa50
2057331457,262fe2a2b5d1c0fa7feb63f3bf0c1fd81f1b7c80
1741346,262fe2a2b5d1c0fa7feb63f3bf0c1fd81f1b7c80
1394869912,acf5fce7472de410985d223d3ce1271a5014d1e7
47539394_corr,acf5fce7472de410985d223d3ce1271a5014d1e7
1705375,45af864f2f9991eb9f9545fdec45ccf2adb5f0fa
50669606,45af864f2f9991eb9f9545fdec45ccf2adb5f0fa
2176381,d6b68954d6acddce319de327af65d164bdfc5543
2730618,d6b68954d6acddce319de327af65d164bdfc5543
2044319_corr,71ca3a6c98c8b60117d01f324487ea8bfe34c54b
34856697,71ca3a6c98c8b60117d01f324487ea8bfe34c54b
40977242,342253053f72911edc54df84708f1c1a8db279b6
144768011,342253053f72911edc54df84708f1c1a8db279b6
2238861,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b
4047075,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b
51229930_corr,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a
23605695,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a
1891554,ae63486b2791b301ea4f31b654579687b2f2f95a
2089333,ae63486b2791b301ea4f31b654579687b2f2f95a
1809608,575c8ee3782f37dd0e7df8b9f3161ae3e7783b1c
40895294,575c8ee3782f37dd0e7df8b9f3161ae3e7783b1c
144039860,8f6e3b466c4ecc6e0ff779e58cf1b885c7b09f11
49061836,8f6e3b466c4ecc6e0ff779e58cf1b885c7b09f11
2298635186,2529bb021fda27e1b4012ea62d68c26fd53efcd3
1968180,2529bb021fda27e1b4012ea62d68c26fd53efcd3
51229930_corr,ff784e951325b54f911c3c82bde5b3d6810459c3
2193901,ff784e951325b54f911c3c82bde5b3d6810459c3
3118051,3b3df8387a7924c966c87662d4d2547e5c0fb662
1977200,3b3df8387a7924c966c87662d4d2547e5c0fb662
144658846,2aac97b85bfb33c0bae35be23b02238c79a937d7
2125673249,2aac97b85bfb33c0bae35be23b02238c79a937d7
144668991,217c25a7dc4380f12497edf4d7d013d11195c005
2271992963,217c25a7dc4380f12497edf4d7d013d11195c005
34580886,0e9882f5d9a4c0ee873f7806ffe645b0473377a7
18356904,0e9882f5d9a4c0ee873f7806ffe645b0473377a7
49330176,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5
144773815,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5
1772311_corr,0073395c4fec448b21963cf06ab01b671ccaaac3
145472032,0073395c4fec448b21963cf06ab01b671ccaaac3
10217996,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
2070105034_corr,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
35774662,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4
144329188,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4
1860924,6008ea0ff9406834436c2ab39dca17390f978a23
3246503,6008ea0ff9406834436c2ab39dca17390f978a23
1389415257,212d1c7cfad4d8dae39deb669337cb46b0274d78
1403594377_corr,212d1c7cfad4d8dae39deb669337cb46b0274d78
